Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
404,AJ Johnson,21,DAL,SG,3,0,11,0,5,.000,0,2,.000,0,3,.000,.000,0,0,,0,1,1,1,0,0,0,0,0,0,,johnsaj01
405,Anthony Gill,33,WAS,PF,28,0,225,26,48,.542,4,13,.308,22,35,.629,.583,10,12,.833,17,30,47,9,11,6,10,23,66,0,,gillan01
406,Keshad Johnson,24,MIA,SF,21,0,159,23,57,.404,7,23,.304,16,34,.471,.465,13,17,.765,15,24,39,2,5,4,9,16,66,0,,johnske10
407,Maxi Kleber,34,LAL,PF,29,1,333,23,53,.434,6,21,.286,17,32,.531,.491,14,20,.700,23,33,56,20,11,6,12,45,66,0,,klebima01
408,Chris Youngblood,23,OKC,SG,32,0,174,20,60,.333,16,51,.314,4,9,.444,.467,9,10,.900,7,21,28,11,4,3,2,20,65,0,,youngch01
409,RayJ Dennis,24,3TM,PG,15,0,177,22,73,.301,12,39,.308,10,34,.294,.384,8,9,.889,8,15,23,30,4,4,15,17,64,0,,dennira01
409,RayJ Dennis,24,IND,PG,13,0,168,22,72,.306,12,38,.316,10,34,.294,.389,8,9,.889,8,13,21,26,3,4,14,16,64,0,,dennira01
409,RayJ Dennis,24,LAC,PG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,1,0,0,0,,dennira01
409,RayJ Dennis,24,ATL,PG,1,0,5,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,4,1,0,0,1,0,0,,dennira01
410,Pat Connaughton,33,CHO,SG,22,0,155,22,45,.489,11,27,.407,11,18,.611,.611,8,13,.615,6,24,30,14,5,1,3,5,63,0,,connapa01
411,Bronny James,21,LAL,SG,29,1,211,24,60,.400,11,27,.407,13,33,.394,.492,4,5,.800,4,11,15,35,11,2,14,16,63,0,,jamesbr02
412,Isaiah Livers,27,PHO,PF,29,0,294,22,52,.423,12,35,.343,10,17,.588,.538,7,10,.700,17,39,56,20,12,8,12,27,63,0,,liveris01
413,Drew Timme,25,LAL,PF,18,0,150,26,46,.565,7,17,.412,19,29,.655,.641,4,7,.571,8,15,23,15,5,0,6,10,63,0,,timmedr01
414,Chaz Lanier,24,DET,SG,20,0,171,21,57,.368,15,45,.333,6,12,.500,.500,5,5,1.000,7,12,19,13,5,0,2,7,62,0,,laniech01
415,Dorian Finney-Smith,32,HOU,PF,20,0,316,20,67,.299,13,53,.245,7,14,.500,.396,5,5,1.000,17,30,47,15,7,4,11,33,58,0,,finnedo01
416,DaRon Holmes,23,DEN,PF,15,6,176,19,43,.442,14,34,.412,5,9,.556,.605,6,8,.750,5,19,24,15,0,4,5,16,58,0,,holmeda01
417,Taelon Peter,23,IND,SG,24,0,196,19,58,.328,16,53,.302,3,5,.600,.466,4,6,.667,6,22,28,23,9,2,10,12,58,0,,peterta01
418,Scoot Henderson,21,POR,PG,4,0,80,15,29,.517,7,19,.368,8,10,.800,.638,19,23,.826,1,11,12,22,3,0,18,14,56,0,,hendesc01
419,Christian Koloko,25,3TM,C,20,4,306,26,60,.433,1,5,.200,25,55,.455,.442,3,6,.500,26,40,66,14,12,20,12,42,56,0,,kolokch01
419,Christian Koloko,25,LAL,C,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,0,,kolokch01
419,Christian Koloko,25,MEM,C,11,2,195,14,35,.400,0,1,.000,14,34,.412,.400,1,4,.250,19,25,44,10,10,13,7,20,29,0,,kolokch01
419,Christian Koloko,25,ATL,C,7,2,105,12,25,.480,1,4,.250,11,21,.524,.500,2,2,1.000,7,14,21,4,2,7,5,21,27,0,,kolokch01
420,Kam Jones,23,IND,SG,18,2,214,24,58,.414,5,25,.200,19,33,.576,.457,2,4,.500,6,13,19,27,4,0,8,11,55,0,,joneska03
421,Jordan McLaughlin,29,SAS,PG,25,0,155,20,47,.426,10,24,.417,10,23,.435,.532,4,5,.800,4,14,18,19,13,0,9,9,54,0,,mclaujo01
422,Lindy Waters III,28,SAS,SG,28,0,191,19,54,.352,15,47,.319,4,7,.571,.491,1,1,1.000,2,19,21,11,4,0,4,17,54,0,,waterli01
423,JD Davison,23,HOU,PG,24,0,178,20,51,.392,8,27,.296,12,24,.500,.471,5,9,.556,2,19,21,26,5,4,7,16,53,0,,davisjd01
424,Kevon Looney,29,NOP,C,18,6,251,23,52,.442,1,9,.111,22,43,.512,.452,5,8,.625,42,54,96,25,6,9,8,32,52,0,,looneke01
425,Jamal Cain,26,ORL,SF,19,0,132,15,38,.395,6,19,.316,9,19,.474,.474,15,18,.833,7,7,14,6,4,1,7,22,51,0,,cainja01
426,Bradley Beal,32,LAC,SG,6,6,121,18,48,.375,7,19,.368,11,29,.379,.448,6,8,.750,2,3,5,10,3,0,9,14,49,0,,bealbr01
427,A.J. Lawson,25,TOR,SG,13,0,109,16,41,.390,8,22,.364,8,19,.421,.488,9,9,1.000,7,16,23,3,4,3,4,15,49,0,,lawsoaj01
428,Taurean Prince,31,MIL,SF,8,0,169,17,38,.447,12,28,.429,5,10,.500,.605,3,3,1.000,0,13,13,8,6,2,5,20,49,0,,princta02
429,Leonard Miller,22,2TM,SF,21,0,104,20,35,.571,1,12,.083,19,23,.826,.586,8,12,.667,7,21,28,5,5,0,9,13,49,0,,millele01
429,Leonard Miller,22,MIN,SF,19,0,95,18,33,.545,1,12,.083,17,21,.810,.561,7,11,.636,7,18,25,5,4,0,9,12,44,0,,millele01
429,Leonard Miller,22,CHI,SF,2,0,9,2,2,1.000,0,0,,2,2,1.000,1.000,1,1,1.000,0,3,3,0,1,0,0,1,5,0,,millele01
430,Jahmai Mashack,23,MEM,SG,12,2,142,20,46,.435,7,23,.304,13,23,.565,.511,0,0,,4,12,16,12,17,1,9,14,47,0,,mashaja01
431,Chris Paul,40,LAC,PG,16,0,228,18,56,.321,10,30,.333,8,26,.308,.411,1,2,.500,6,22,28,53,11,0,16,23,47,0,,paulch01
432,Hunter Tyson,25,DEN,PF,21,2,162,14,52,.269,7,33,.212,7,19,.368,.337,11,13,.846,4,32,36,17,2,1,5,13,46,0,,tysonhu01
433,Brooks Barnhizer,23,OKC,SG,29,0,221,18,46,.391,5,16,.313,13,30,.433,.446,4,6,.667,10,42,52,16,5,3,7,20,45,0,,barnhbr01
434,Doug McDermott,34,SAC,SF,11,0,111,15,38,.395,14,37,.378,1,1,1.000,.579,0,0,,1,7,8,3,2,1,6,7,44,0,,mcderdo01
435,Johnny Juzang,24,MIN,SG,21,0,88,16,38,.421,6,24,.250,10,14,.714,.500,5,8,.625,5,12,17,6,2,1,5,3,43,0,,juzanjo01
436,Daeqwon Plowden,27,SAC,SG,7,1,160,16,48,.333,6,32,.188,10,16,.625,.396,4,4,1.000,14,9,23,11,2,1,4,12,42,0,,plowdda01
437,Obi Toppin,27,IND,PF,3,0,82,15,36,.417,3,17,.176,12,19,.632,.458,9,9,1.000,3,17,20,5,3,0,6,7,42,0,,toppiob01
438,Jeff Green,39,HOU,PF,18,0,82,15,32,.469,10,23,.435,5,9,.556,.625,1,1,1.000,1,9,10,3,1,1,1,5,41,0,,greenje02
439,Andre Jackson Jr.,24,MIL,SG,26,0,168,12,45,.267,5,26,.192,7,19,.368,.322,9,10,.900,10,14,24,24,6,2,9,25,38,0,,jacksan01
440,Nigel Hayes-Davis,31,PHO,SF,27,0,195,15,46,.326,2,16,.125,13,30,.433,.348,2,4,.500,12,21,33,7,8,2,8,16,34,0,,hayesni01
441,Miles Kelly,23,DAL,PG,12,0,102,13,33,.394,8,26,.308,5,7,.714,.515,0,0,,4,15,19,8,3,0,4,11,34,0,,kellymi02
442,Alijah Martin,24,TOR,SG,13,0,97,11,32,.344,2,12,.167,9,20,.450,.375,10,12,.833,6,8,14,8,6,3,3,10,34,0,,martial01
443,Kevin McCullar Jr.,24,NYK,SF,16,0,123,13,33,.394,6,17,.353,7,16,.438,.485,2,5,.400,9,15,24,19,6,0,11,18,34,0,,mcculke01
444,Eric Gordon,37,PHI,SG,6,0,74,12,21,.571,8,14,.571,4,7,.571,.762,1,2,.500,1,1,2,3,4,1,3,3,33,0,,gordoer01
445,David Jones García,24,SAS,SF,11,0,68,13,25,.520,3,5,.600,10,20,.500,.580,3,6,.500,4,9,13,18,6,1,5,6,32,0,,jonesda06
446,Scotty Pippen Jr.,25,MEM,PG,3,1,60,12,24,.500,3,7,.429,9,17,.529,.563,5,6,.833,1,2,3,13,6,2,5,13,32,0,,pippesc02
447,Khaman Maluach,19,PHO,C,23,0,107,11,24,.458,0,6,.000,11,18,.611,.458,9,10,.900,8,18,26,3,1,9,10,17,31,0,,maluakh01
448,Xavier Tillman Sr.,27,2TM,C,15,1,112,14,31,.452,3,15,.200,11,16,.688,.500,0,0,,10,15,25,5,6,2,5,9,31,0,,tillmxa01
448,Xavier Tillman Sr.,27,BOS,C,14,1,111,14,31,.452,3,15,.200,11,16,.688,.500,0,0,,10,15,25,5,6,2,5,9,31,0,,tillmxa01
448,Xavier Tillman Sr.,27,CHO,C,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,tillmxa01
449,Dereck Lively II,21,DAL,C,7,4,115,11,18,.611,0,0,,11,18,.611,.611,8,10,.800,14,23,37,13,4,11,10,21,30,0,,livelde01
450,Jonathan Mogbo,24,TOR,PF,23,0,139,14,28,.500,0,0,,14,28,.500,.500,2,5,.400,12,25,37,10,4,4,6,13,30,0,,mogbojo01
451,Tolu Smith,25,DET,PF,6,0,70,8,18,.444,0,0,,8,18,.444,.444,13,18,.722,12,19,31,6,2,5,5,9,29,0,,smithto05
452,Luke Travers,24,CLE,SG,12,0,103,9,36,.250,1,16,.063,8,20,.400,.264,9,9,1.000,9,15,24,9,7,4,3,6,28,0,,travelu01
453,Ron Harper Jr.,25,BOS,SF,10,1,106,10,31,.323,6,24,.250,4,7,.571,.419,1,2,.500,9,12,21,8,1,4,1,9,27,0,,harpero02
454,Mason Plumlee,35,CHO,C,14,2,125,9,12,.750,0,0,,9,12,.750,.750,8,12,.667,10,30,40,16,6,0,9,10,26,0,,plumlma01
455,Adou Thiero,21,LAL,SF,17,0,98,9,20,.450,0,1,.000,9,19,.474,.450,7,9,.778,7,11,18,5,5,2,4,15,25,0,,thierad01
456,Lachlan Olbrich,22,CHI,C,17,0,121,9,21,.429,2,7,.286,7,14,.500,.476,4,10,.400,12,26,38,12,2,1,4,22,24,0,,olbrila01
457,Javonte Cooke,26,POR,SG,16,0,83,9,35,.257,3,19,.158,6,16,.375,.300,2,2,1.000,3,12,15,7,6,0,9,6,23,0,,cookeja01
458,Caleb Houstan,23,ATL,SF,10,0,49,7,15,.467,6,12,.500,1,3,.333,.667,3,3,1.000,4,1,5,2,1,1,4,6,23,0,,houstca01
459,Mac McClung,27,2TM,SG,4,0,47,9,25,.360,2,12,.167,7,13,.538,.400,3,4,.750,0,5,5,2,5,2,3,8,23,0,,mccluma01
459,Mac McClung,27,IND,SG,3,0,34,7,18,.389,2,10,.200,5,8,.625,.444,3,4,.750,0,4,4,1,5,1,2,6,19,0,,mccluma01
459,Mac McClung,27,CHI,SG,1,0,13,2,7,.286,0,2,.000,2,5,.400,.286,0,0,,0,1,1,1,0,1,1,2,4,0,,mccluma01
460,Thanasis Antetokounmpo,33,MIL,SF,19,0,57,8,15,.533,0,1,.000,8,14,.571,.533,6,11,.545,7,6,13,2,6,3,3,9,22,0,,antetth01
461,E.J. Liddell,25,BRK,PF,10,0,49,8,17,.471,4,11,.364,4,6,.667,.588,2,3,.667,3,8,11,0,1,0,0,4,22,0,,liddeej01
462,Mark Sears,23,MIL,PG,7,0,26,6,13,.462,4,8,.500,2,5,.400,.615,6,8,.750,1,1,2,2,0,0,4,4,22,0,,searsma01
463,Amari Williams,24,BOS,PF,14,2,112,7,16,.438,0,0,,7,16,.438,.438,8,12,.667,7,22,29,6,2,9,6,15,22,0,,william01
464,Chris Boucher,33,BOS,PF,9,0,94,8,25,.320,2,15,.133,6,10,.600,.360,3,4,.750,2,16,18,3,5,7,1,17,21,0,,bouchch01
465,Antonio Reeves,25,CHO,SG,7,0,56,8,16,.500,5,10,.500,3,6,.500,.656,0,0,,1,4,5,2,1,0,0,3,21,0,,reevean01
466,Yuki Kawamura,24,CHI,PG,4,0,76,5,17,.294,4,13,.308,1,4,.250,.412,6,6,1.000,3,13,16,22,5,0,4,4,20,0,,kawamyu01
467,Matisse Thybulle,28,POR,SG,4,0,49,6,10,.600,4,6,.667,2,4,.500,.800,4,4,1.000,0,4,4,3,10,0,1,7,20,0,,thybuma01
468,Kobe Bufkin,22,LAL,SG,6,1,71,6,22,.273,3,12,.250,3,10,.300,.341,4,4,1.000,1,6,7,3,2,3,4,4,19,0,,bufkiko01
469,MarJon Beauchamp,25,PHI,SF,2,0,36,6,14,.429,3,7,.429,3,7,.429,.536,3,4,.750,1,6,7,5,3,1,3,0,18,0,,beaucma01
470,Monte Morris,30,IND,PG,6,0,65,7,20,.350,2,8,.250,5,12,.417,.400,2,4,.500,1,6,7,9,1,1,2,3,18,0,,morrimo01
471,Elijah Harkless,25,UTA,SG,7,0,66,4,11,.364,2,7,.286,2,4,.500,.455,7,9,.778,2,4,6,5,4,0,3,10,17,0,,harklej01
472,Bobi Klintman,22,DET,SF,9,0,64,7,24,.292,3,12,.250,4,12,.333,.354,0,3,.000,5,12,17,4,3,0,5,11,17,0,,klintbo01
473,TyTy Washington Jr.,24,LAC,PG,5,0,40,7,12,.583,3,6,.500,4,6,.667,.708,0,0,,1,1,2,9,4,2,1,2,17,0,,washity02
474,Jahmir Young,25,MIA,PG,8,0,44,7,19,.368,2,7,.286,5,12,.417,.421,1,1,1.000,2,2,4,6,1,0,2,4,17,0,,youngja05
475,Emanuel Miller,25,CHI,PF,5,0,33,6,13,.462,2,6,.333,4,7,.571,.538,1,2,.500,1,2,3,4,2,0,0,2,15,0,,milleem01
476,Trey Alexander,22,NOP,SG,5,0,42,6,9,.667,2,3,.667,4,6,.667,.778,0,0,,0,4,4,5,1,1,1,4,14,0,,alexatr01
477,Seth Curry,35,GSW,SG,2,0,32,6,9,.667,2,4,.500,4,5,.800,.778,0,0,,1,3,4,3,2,0,0,3,14,0,,curryse01
478,Pacome Dadiet,20,NYK,SG,20,0,68,3,13,.231,1,8,.125,2,5,.400,.269,6,6,1.000,2,12,14,9,3,0,0,3,13,0,,dadiepa01
479,Skal Labissière,29,WAS,PF,3,0,38,6,10,.600,1,5,.200,5,5,1.000,.650,0,0,,3,6,9,3,2,1,1,3,13,0,,labissk01
480,James Wiseman,24,IND,C,4,1,58,6,10,.600,0,0,,6,10,.600,.600,1,2,.500,5,3,8,3,0,1,5,10,13,0,,wisemja01
481,Tyson Etienne,26,BRK,PG,8,0,34,4,15,.267,4,13,.308,0,2,.000,.400,0,0,,0,0,0,1,0,0,1,5,12,0,,etienty01
482,Kyle Lowry,39,PHI,PG,7,0,63,3,10,.300,3,10,.300,0,0,,.450,3,4,.750,0,4,4,8,2,1,2,3,12,0,,lowryky01
483,Blake Hinson,26,UTA,SF,1,0,25,4,7,.571,3,6,.500,1,1,1.000,.786,0,0,,0,1,1,1,0,0,1,5,11,0,,hinsobl01
484,Patrick Baldwin Jr.,23,2TM,SF,3,0,14,3,4,.750,2,3,.667,1,1,1.000,1.000,2,2,1.000,0,2,2,0,0,0,1,2,10,0,,baldwpa01
484,Patrick Baldwin Jr.,23,LAC,SF,2,0,12,3,4,.750,2,3,.667,1,1,1.000,1.000,2,2,1.000,0,1,1,0,0,0,1,2,10,0,,baldwpa01
484,Patrick Baldwin Jr.,23,PHI,SF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,,baldwpa01
485,Koby Brea,23,PHO,SG,3,0,16,3,5,.600,2,4,.500,1,1,1.000,.800,2,2,1.000,0,2,2,2,0,0,0,0,10,0,,breako01
486,Johni Broome,23,PHI,C,11,0,55,4,24,.167,0,5,.000,4,19,.211,.167,2,6,.333,7,9,16,4,3,2,3,7,10,0,,broomjo01
487,Joe Ingles,38,MIN,SF,19,0,76,3,8,.375,2,6,.333,1,2,.500,.500,2,2,1.000,0,7,7,15,7,0,7,6,10,0,,inglejo01
488,Wendell Moore Jr.,24,DET,SG,5,0,54,4,7,.571,0,1,.000,4,6,.667,.571,2,2,1.000,1,5,6,3,2,2,1,1,10,0,,moorewe01
489,Isaiah Stevens,25,SAC,PG,3,0,43,3,7,.429,0,1,.000,3,6,.500,.429,4,4,1.000,2,1,3,10,5,0,2,2,10,0,,steveis01
490,Bismack Biyombo,33,SAS,C,14,1,78,4,7,.571,0,0,,4,7,.571,.571,1,2,.500,4,8,12,3,3,1,5,14,9,0,,biyombi01
491,Trey Jemison,26,NYK,C,10,0,57,4,7,.571,0,0,,4,7,.571,.571,1,1,1.000,7,8,15,2,1,2,5,7,9,0,,jemistr01
492,Curtis Jones,24,DEN,SG,6,0,31,4,14,.286,1,9,.111,3,5,.600,.321,0,0,,1,4,5,3,0,0,1,3,9,0,,jonescu01
493,DeAndre Jordan,37,NOP,C,2,1,23,4,5,.800,0,0,,4,5,.800,.800,1,2,.500,4,6,10,0,0,0,1,1,9,0,,jordade01
494,Chris Livingston,22,CLE,SF,3,0,17,4,7,.571,0,3,.000,4,4,1.000,.571,1,1,1.000,0,3,3,1,1,0,0,4,9,0,,livinch01
495,Riley Minix,25,SAS,SF,3,0,8,4,6,.667,1,3,.333,3,3,1.000,.750,0,0,,1,1,2,1,1,0,0,1,9,0,,minixri01
496,Charles Bassey,25,2TM,C,3,0,36,4,9,.444,0,0,,4,9,.444,.444,1,3,.333,7,8,15,2,1,2,1,5,9,0,,bassech01
496,Charles Bassey,25,MEM,C,2,0,31,3,8,.375,0,0,,3,8,.375,.375,1,3,.333,7,8,15,2,1,1,1,5,7,0,,bassech01
496,Charles Bassey,25,PHI,C,1,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,1,0,0,2,0,,bassech01
497,Brandon Clarke,29,MEM,PF,2,2,20,3,9,.333,0,0,,3,9,.333,.333,2,4,.500,4,2,6,1,2,0,0,5,8,0,,clarkbr01
498,Jacob Toppin,25,ATL,SF,5,0,17,4,6,.667,0,0,,4,6,.667,.667,0,0,,0,1,1,1,0,1,0,1,8,0,,toppija01
499,Isaiah Crawford,24,HOU,SF,5,0,28,3,6,.500,1,4,.250,2,2,1.000,.583,0,0,,0,2,2,2,2,2,0,0,7,0,,crawfis01
500,Harrison Ingram,23,SAS,SF,4,0,13,3,4,.750,1,1,1.000,2,3,.667,.875,0,0,,3,0,3,0,0,0,0,2,7,0,,ingraha01
501,Dillon Jones,24,NYK,SF,4,0,21,1,5,.200,1,3,.333,0,2,.000,.300,4,4,1.000,2,3,5,3,2,0,0,3,7,0,,jonesdi01
502,Cody Martin,30,IND,SF,4,0,55,2,10,.200,0,5,.000,2,5,.400,.200,3,6,.500,1,13,14,2,4,2,4,5,7,0,,martico01
503,Orlando Robinson,25,ORL,C,4,1,25,3,5,.600,1,2,.500,2,3,.667,.700,0,0,,2,2,4,3,1,0,0,3,7,0,,robinor01
504,Hunter Sallis,22,PHI,SG,7,0,26,3,5,.600,0,0,,3,5,.600,.600,1,2,.500,0,1,1,4,0,1,5,2,7,0,,sallihu01
505,Dalano Banton,26,LAC,PG,2,0,10,3,4,.750,0,0,,3,4,.750,.750,0,0,,1,0,1,2,1,0,1,0,6,0,,bantoda01
506,Buddy Boeheim,26,OKC,SF,2,0,12,2,6,.333,2,6,.333,0,0,,.500,0,0,,0,0,0,0,0,0,0,0,6,0,,boehebu01
507,LJ Cryer,24,GSW,PG,3,0,8,2,5,.400,2,4,.500,0,1,.000,.600,0,0,,0,1,1,0,0,0,0,1,6,0,,cryerlj01
508,Tristan Enaruna,24,CLE,SF,3,0,15,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,5,1,6,2,0,0,0,0,6,0,,enarutr01
509,Keshon Gilbert,22,WAS,PG,3,0,48,1,4,.250,0,2,.000,1,2,.500,.250,4,4,1.000,2,3,5,3,2,4,6,3,6,0,,gilbeke01
510,Malevy Leons,26,GSW,SF,5,0,21,2,6,.333,0,2,.000,2,4,.500,.333,2,2,1.000,2,7,9,1,1,1,2,1,6,0,,leonsma01
511,Oscar Tshiebwe,26,UTA,C,3,0,30,3,6,.500,0,0,,3,6,.500,.500,0,1,.000,5,4,9,5,1,0,1,3,6,0,,tshieos01
512,Drew Peterson,26,CHO,PF,6,0,64,2,16,.125,0,12,.000,2,4,.500,.125,1,2,.500,3,6,9,2,3,1,0,3,5,0,,peterdr01
513,Kadary Richmond,24,WAS,SG,1,0,6,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,,1,1,2,1,1,1,0,0,5,0,,richmka01
514,Dario Šarić,31,SAC,C,5,0,41,1,6,.167,1,3,.333,0,3,.000,.250,2,2,1.000,1,5,6,2,0,0,2,3,5,0,,saricda01
515,Isaac Jones,25,2TM,PF,4,1,18,2,4,.500,0,2,.000,2,2,1.000,.500,1,2,.500,2,0,2,1,0,0,0,4,5,0,,jonesis01
515,Isaac Jones,25,SAC,PF,3,1,17,1,2,.500,0,1,.000,1,1,1.000,.500,1,2,.500,2,0,2,1,0,0,0,4,3,0,,jonesis01
515,Isaac Jones,25,DET,PF,1,0,1,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,0,0,0,0,0,0,0,2,0,,jonesis01
516,Trentyn Flowers,20,CHI,SF,2,0,6,2,3,.667,0,1,.000,2,2,1.000,.667,0,0,,1,0,1,1,0,0,1,1,4,0,,flowetr01
517,Vladislav Goldin,24,MIA,C,2,0,8,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,1,1,2,0,1,0,3,4,0,,goldivl01
518,Garrett Temple,39,TOR,SG,13,0,36,1,7,.143,1,5,.200,0,2,.000,.214,1,2,.500,0,4,4,4,3,1,3,3,4,0,,templga01
519,N'Faly Dante,24,ATL,C,4,0,15,1,4,.250,0,0,,1,4,.250,.250,1,1,1.000,3,4,7,0,2,0,1,1,3,0,,nfalyda01
520,Lawson Lovering,22,MEM,C,1,0,18,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,2,2,4,0,2,0,1,3,3,0,,loverla01
521,Hunter Dickinson,25,NOP,C,1,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,0,1,2,2,2,0,,dickihu01
522,Colby Jones,23,DET,SG,1,0,7,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,4,4,2,0,0,0,1,2,0,,jonesco02
523,Chris Mañon,24,LAL,SG,5,0,21,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,1,3,4,1,3,2,1,3,2,0,,manonch01
524,Nikola Topić,20,OKC,PG,1,0,12,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,1,1,1,0,0,3,0,2,0,,topicni01
525,Jahmyl Telfort,24,LAC,PF,8,0,32,0,4,.000,0,4,.000,0,0,,.000,1,4,.250,0,3,3,1,1,0,1,5,1,0,,telfoja01
526,Mo Bamba,27,TOR,C,2,0,6,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,1,2,0,0,1,0,2,0,0,,bambamo01
527,Noa Essengue,19,CHI,PF,2,0,6,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,1,0,0,1,0,0,,essenno01
528,Tosan Evbuomwan,24,NYK,SF,5,0,8,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,1,2,0,0,0,0,1,0,0,,evbuoto01
529,Enrique Freeman,25,MIN,PF,2,0,8,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,1,0,0,0,0,,freemen01
530,Chucky Hepburn,22,TOR,PG,2,0,13,0,6,.000,0,5,.000,0,1,.000,.000,0,0,,0,1,1,2,1,0,1,2,0,0,,hepbuch01
531,Max Shulga,23,BOS,SG,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,shulgma01
532,Stanley Umude,26,SAS,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,,umudest01
,League Average,,,,,,,,,.469,,,.359,,,.547,.543,,,.784,,,,,,,,,,,,-9999
